,Index,Date,Content,Company
20,70701,2024-12-25 14:06:00,"Согласно објавата за Јавен повик за 65-то Собрание на акционери на Триглав Осигурување АД, Скопје, закажано за 29.01.2025 година со почеток во 09,00 часот, во просториите на Триглав Осигурување АД, Скопје, на бул. „8-ми Септември“ бр.16, Скопје, ја објавуваме содржината на материјалите по точките од дневниот ред.",Triglav osiguruvanje AD Skopje
21,70700,2024-12-25 14:06:00,"Врз основа на член 41 од Статутот на Триглав Осигурување АД, Скопје и донесената Одлука на 221-та седница на Одборот на директори на Триглав Осигурување АД, Скопје, одржана на ден 19.12.2024 година, за свикување на 65-та седница на Собранието на акционери, објавуваме Повик до акционерите за учество на Собрание на акционери на Друштвото.",Triglav osiguruvanje AD Skopje
22,70699,2024-12-25 14:06:00,Календар на настани во 2025 година,Moda AD Sveti Nikole
23,70698,2024-12-25 14:05:00,"Согласно објавата за Јавен повик за 65-то Собрание на акционери на Триглав Осигурување АД, Скопје, закажано за 29.01.2025 година со почеток во 09,00 часот, во просториите на Триглав Осигурување АД, Скопје, на бул. „8-ми Септември“ бр.16, Скопје, ја објавуваме содржината на материјалите по точките од дневниот ред.",Triglav osiguruvanje AD Skopje
24,70697,2024-12-25 14:05:00,"Врз основа на член 41 од Статутот на Триглав Осигурување АД, Скопје и донесената Одлука на 221-та седница на Одборот на директори на Триглав Осигурување АД, Скопје, одржана на ден 19.12.2024 година, за свикување на 65-та седница на Собранието на акционери, објавуваме Повик до акционерите за учество на Собрание на акционери на Друштвото.",Triglav osiguruvanje AD Skopje
25,70696,2024-12-25 14:05:00,Календар на настани во 2025 година,Moda AD Sveti Nikole
26,70695,2024-12-25 08:51:00,,Centralna kooperativna banka AD Skopje
27,70694,2024-12-25 08:51:00,,Centralna kooperativna banka AD Skopje
28,70693,2024-12-25 08:50:20,,Centralna kooperativna banka AD Skopje
29,70691,2024-12-25 08:50:15,,Centralna kooperativna banka AD Skopje
30,70689,2024-12-24 15:01:00,Витаминка АД Прилеп објавува откуп на сопствени акции,Vitaminka AD Prilep
31,70688,2024-12-24 14:06:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% Пецовски Душан воедно ;Претседател на Управниот одбор и Генерален директор на Реплек АД Скопје, се стекна со 5 нови акции, со што поседува вкупно 31.620 или 12,20% од вкупниот број на акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде ;3.357 акции, со што поседува вкупно ;17.866 или ;6,89% од вкупниот број на акции",Replek AD Skopje
32,70687,2024-12-24 14:05:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% Пецовски Душан воедно ;Претседател на Управниот одбор и Генерален директор на Реплек АД Скопје, се стекна со 5 нови акции, со што поседува вкупно 31.620 или 12,20% од вкупниот број на акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде ;3.357 акции, со што поседува вкупно ;17.866 или ;6,89% од вкупниот број на акции",Replek AD Skopje
33,70686,2024-12-24 15:00:00,Витаминка АД Прилеп објавува откуп на сопствени акции,Vitaminka AD Prilep
34,70685,2024-12-20 15:01:00,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информација:","Pekabesko AD Kadino, Ilinden"
35,70684,2024-12-20 14:37:00,,Fruktal Mak AD Skopje
36,70683,2024-12-20 14:36:02,,Fruktal Mak AD Skopje
37,70682,2024-12-20 14:06:00,,Vabtek MZT AD Skopje
38,70681,2024-12-20 14:05:00,,Vabtek MZT AD Skopje
39,70680,2024-12-20 15:00:00,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информација:","Pekabesko AD Kadino, Ilinden"
40,70679,2024-12-20 09:29:00,,OILKO KDA Skopje
41,70678,2024-12-20 09:28:21,,OILKO KDA Skopje
42,70677,2024-12-20 09:19:00,Други одлуки од собрание,Nova stokovna kukja AD Strumica
43,70676,2024-12-20 09:18:54,Други одлуки од собрание,Nova stokovna kukja AD Strumica
44,70675,2024-12-19 15:07:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% односно компанијата Настел ДООЕЛ продаде 99 акции, со што поседува вкупно 21.223 или 8,19% од вкупниот број на акции.",Replek AD Skopje
45,70674,2024-12-19 14:06:00,,Vabtek MZT AD Skopje
46,70673,2024-12-19 14:06:00,,Vabtek MZT AD Skopje
47,70672,2024-12-19 14:06:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден ;17.12.2024 година се стекна со ;146 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е ;948 што претставува 2,37 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
48,70671,2024-12-19 15:06:22,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% односно компанијата Настел ДООЕЛ продаде 99 акции, со што поседува вкупно 21.223 или 8,19% од вкупниот број на акции.",Replek AD Skopje
49,70670,2024-12-19 14:05:00,,Vabtek MZT AD Skopje
50,70669,2024-12-19 14:05:00,,Vabtek MZT AD Skopje
51,70668,2024-12-19 14:05:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден ;17.12.2024 година се стекна со ;146 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е ;948 што претставува 2,37 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
52,70667,2024-12-18 14:06:00,"<strong>TTK Банка АД ; Скопје ја исплати главницата и каматата за 3 месеци на сопствениците на корпоративни обврзници - прва емисија</strong> ;ТТК Банка АД Скопје<strong> ;</strong>на 18.12.2024 година ја исплати главницата и каматата на сопствениците на корпоративни обврзници – прва емисија со ISIN MKTTKS200012 и шифра ;TTKO. Пресметката на главницата и на 3-месечната камата е извршена по фиксна каматна стапка од 3,5% на годишно ниво. Право на исплата на камата имаа сите лица регистрирани во книгата на иматели на корпоративна обврзница - прва емисија во Централниот депозитар за хартии од вредност АД Скопје заклучно со 17.12.2024 година. ; ;Во септември 2019 година ТТК Банка АД Скопје ја издаде првата емисија на корпоративни обврзници од коишто за кратко време се запишаа и уплатија 100% од понудените 1.500 обврзници по номинална вредност од 1.000 евра, со рок на доспевање од ;пет години и 3 месеци, а во вкупна вредност од 1.500.000 евра, и фиксна каматна стапка од 3,5 % на годишно ниво.  ;",TTK Banka AD Skopje
53,70666,2024-12-18 14:05:00,"<strong>TTK Банка АД ; Скопје ја исплати главницата и каматата за 3 месеци на сопствениците на корпоративни обврзници - прва емисија</strong> ;ТТК Банка АД Скопје<strong> ;</strong>на 18.12.2024 година ја исплати главницата и каматата на сопствениците на корпоративни обврзници – прва емисија со ISIN MKTTKS200012 и шифра ;TTKO. Пресметката на главницата и на 3-месечната камата е извршена по фиксна каматна стапка од 3,5% на годишно ниво. Право на исплата на камата имаа сите лица регистрирани во книгата на иматели на корпоративна обврзница - прва емисија во Централниот депозитар за хартии од вредност АД Скопје заклучно со 17.12.2024 година. ; ;Во септември 2019 година ТТК Банка АД Скопје ја издаде првата емисија на корпоративни обврзници од коишто за кратко време се запишаа и уплатија 100% од понудените 1.500 обврзници по номинална вредност од 1.000 евра, со рок на доспевање од ;пет години и 3 месеци, а во вкупна вредност од 1.500.000 евра, и фиксна каматна стапка од 3,5 % на годишно ниво.  ;",TTK Banka AD Skopje
54,70665,2024-12-18 09:30:00,"ALKALOID AD Skopje honored with four awards: Most Transparent Listed Joint Stock Company ;selected by the media and by market participants, Stock of the Year, and Good ESG Practices",Alkaloid AD Skopje
55,70664,2024-12-18 09:30:00,"АЛКАЛОИД АД Скопје ;со четири признанија: Најтранспарентно котирано друштво по избор на медиумите и по избор на пазарните учесници, Акција на годината и Добри ESG-практики",Alkaloid AD Skopje
56,70663,2024-12-18 08:40:00,"На Собранието на акционери на АД Раде Кончар-Апаратна техника-Скопје одржано на ден 17.12.2024 година, акционерите на Друштвото се произнесоа на следниот начин:-Не се донесе Одлука за измена и дополнување на Статутот на АД Раде Кончар-Апаратна техника-Скопје.-Не се донесе Одлука за одобрување на купопродажба на недвижен имот опишан во Имотен лист 58529 за КО Кисела Вода 2 на КП 1851/16 сопственост на ДОО Раде Кончар-Заеднички дејности-Скопје",Rade Konchar - Aparatna tehnika AD Skopje
57,70662,2024-12-18 08:39:40,"На Собранието на акционери на АД Раде Кончар-Апаратна техника-Скопје одржано на ден 17.12.2024 година, акционерите на Друштвото се произнесоа на следниот начин:-Не се донесе Одлука за измена и дополнување на Статутот на АД Раде Кончар-Апаратна техника-Скопје.-Не се донесе Одлука за одобрување на купопродажба на недвижен имот опишан во Имотен лист 58529 за КО Кисела Вода 2 на КП 1851/16 сопственост на ДОО Раде Кончар-Заеднички дејности-Скопје",Rade Konchar - Aparatna tehnika AD Skopje
58,70661,2024-12-17 14:07:00,,Zhito Polog AD Tetovo
59,70660,2024-12-17 14:07:00,,Zhito Polog AD Tetovo
60,70659,2024-12-17 14:06:00,,Zhito Polog AD Tetovo
61,70658,2024-12-17 14:06:00,,Zhito Polog AD Tetovo
62,70657,2024-12-16 15:27:00,Реплек АД - Бизнис план 2025 година,Replek AD Skopje
63,70656,2024-12-16 15:26:00,Финансиски календар 2025,Replek AD Skopje
64,70655,2024-12-16 15:26:16,Реплек АД - Бизнис план 2025 година,Replek AD Skopje
65,70653,2024-12-16 15:25:31,Финансиски календар 2025,Replek AD Skopje
66,70652,2024-12-13 14:30:00,,Alkaloid AD Skopje
67,70651,2024-12-13 14:30:00,,Alkaloid AD Skopje
68,70650,2024-12-13 09:09:00,,Geras Cunev Konfekcija AD Strumica
69,70649,2024-12-13 09:09:00,,Geras Cunev Trgovija AD Strumica
70,70648,2024-12-13 09:08:33,,Geras Cunev Konfekcija AD Strumica
71,70647,2024-12-13 09:08:26,,Geras Cunev Trgovija AD Strumica
72,70646,2024-12-12 14:10:00,"Известуваме дека ТТК Банка АД Скопjе ќе изврши исплата на главницата и тримесечната камата по каматна стапка од 3,5% на годишно ниво на имателите на Корпоративната обврзница – прва емисија на обврзници ИСИН МКТТКЅ200012 и шифра ТТКО.Право на исплата на главница и камата имаат лицата кои се регистрирани во книгата на иматели на Корпоративна обврзница - прва емисија на издавачот ТТК Банка АД Скопје во Централниот депозитар за хартии од вредност АД Скопје заклучно со 17.12.2024 година. ;Корпоративните обврзници - прва емисија издадени од ТТК Банка АД Скопје со ИСИН број MKTTKS200012, во количина од 1.500 обврзници, достасува на 18.12.2024 година.Воедно, информираме дека Банката до Македонска берза на хартии од ведност достави Известување со барање за прекин на тргувањето со Корпоративните обврзници - прва емисија издадени од ТТК Банка АД Скопје во деновите 16 и 17 декември. Со тоа последен ден за тргување на истите ќе биде 13.12.2024 година.",TTK Banka AD Skopje
73,70645,2024-12-12 14:06:00,,TTK Banka AD Skopje
74,70644,2024-12-12 14:06:00,,TTK Banka AD Skopje
75,70643,2024-12-12 14:09:27,"Известуваме дека ТТК Банка АД Скопjе ќе изврши исплата на главницата и тримесечната камата по каматна стапка од 3,5% на годишно ниво на имателите на Корпоративната обврзница – прва емисија на обврзници ИСИН МКТТКЅ200012 и шифра ТТКО.Право на исплата на главница и камата имаат лицата кои се регистрирани во книгата на иматели на Корпоративна обврзница - прва емисија на издавачот ТТК Банка АД Скопје во Централниот депозитар за хартии од вредност АД Скопје заклучно со 17.12.2024 година. ;Корпоративните обврзници - прва емисија издадени од ТТК Банка АД Скопје со ИСИН број MKTTKS200012, во количина од 1.500 обврзници, достасува на 18.12.2024 година.Воедно, информираме дека Банката до Македонска берза на хартии од ведност достави Известување со барање за прекин на тргувањето со Корпоративните обврзници - прва емисија издадени од ТТК Банка АД Скопје во деновите 16 и 17 декември. Со тоа последен ден за тргување на истите ќе биде 13.12.2024 година.",TTK Banka AD Skopje
76,70642,2024-12-12 14:05:00,,TTK Banka AD Skopje
77,70641,2024-12-12 14:05:00,,TTK Banka AD Skopje
78,70640,2024-12-12 08:35:40,Decision for distribution of advanced dividend for the period January - September 2024,Cementarnica USJE AD Skopje
79,70639,2024-12-12 08:35:36,Одлука за распределба на аванс на дивиденда за периодот Јануари – Септември 2024,Cementarnica USJE AD Skopje
80,70637,2024-12-11 15:14:00,,Makedonijaturist AD Skopje
81,70636,2024-12-11 15:13:00,,Makedonijaturist AD Skopje
82,70635,2024-12-11 15:13:02,,Makedonijaturist AD Skopje
83,70634,2024-12-11 15:12:34,,Makedonijaturist AD Skopje
84,70633,2024-12-11 14:21:00,"Макпетрол А.Д.  ;согласно член 40, точка 5 од Правилата за котација на Македонска берза за хартии од вредност, го изготви Календарот на настани во 2025 ;година",Makpetrol AD Skopje
85,70632,2024-12-11 14:17:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% Пецовски Владимир се стекна со 16 нови акции, со што поседува вкупно 16.460 или 6,35% од вкупниот број на акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде 176 акции, со што поседува вкупно 21.322 или 8,23% од вкупниот број на акции. ;",Replek AD Skopje
86,70631,2024-12-11 14:20:00,"Макпетрол А.Д.  ;согласно член 40, точка 5 од Правилата за котација на Македонска берза за хартии од вредност, го изготви Календарот на настани во 2025 ;година",Makpetrol AD Skopje
87,70630,2024-12-11 14:16:29,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% Пецовски Владимир се стекна со 16 нови акции, со што поседува вкупно 16.460 или 6,35% од вкупниот број на акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде 176 акции, со што поседува вкупно 21.322 или 8,23% од вкупниот број на акции. ;",Replek AD Skopje
88,70626,2024-12-10 14:45:00,,Geras Cunev Konfekcija AD Strumica
89,70625,2024-12-10 14:44:00,,Geras Cunev Trgovija AD Strumica
90,70624,2024-12-10 14:44:10,,Geras Cunev Konfekcija AD Strumica
91,70623,2024-12-10 14:43:53,,Geras Cunev Trgovija AD Strumica
92,70622,2024-12-10 14:02:00,Одлуки од собрание на акционери одржано на ден 10.12.2024,FZC 11 Oktomvri AD Kumanovo
93,70621,2024-12-10 14:02:00,Известување за зделка со заинтересирана страна,FZC 11 Oktomvri AD Kumanovo
94,70620,2024-12-10 14:01:01,Известување за зделка со заинтересирана страна,FZC 11 Oktomvri AD Kumanovo
95,70619,2024-12-10 14:01:07,Одлуки од собрание на акционери одржано на ден 10.12.2024,FZC 11 Oktomvri AD Kumanovo
96,70618,2024-12-06 14:06:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден 4.12.2024 година се стекна со 8 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е 802 што претставува 2 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
97,70617,2024-12-06 14:05:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден 4.12.2024 година се стекна со 8 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е 802 што претставува 2 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
98,70616,2024-12-06 09:11:00,"Одборот на директори на Триглав Осигурување АД, ;Скопје, на 220-та седница одржана на ден ;21.11.2024 ;година, донесе Одлука за одобрување на склучување на ;Договор за давање на деловни услуги за недвижнини ;со Триглав, Управување со недвижности ;ДООЕЛ Скопје, врз основа на ;која нa ден 06.12.2024 година е склучен договор помеѓу ;Триглав Осигурување АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје. ;Договорот е склучен со времетраење заклучно до ;31.07.2025 година, а целта на склучување на договорот ;е обезбедување на деловни услуги од областа на ;управување со недвижности, за потребите на Триглав ;Осигурување АД, Скопје. ;За вршење на предметните ;услуги ќе се исплати вкупен надоместок во нето износ од ;17.807,94 Евра, а неговата реализација и соодветните ;месечни исплати од страна на Триглав Осигурување АД, ;Скопје кон Триглав, Управување со недвижности ;ДООЕЛ Скопје ќе се вршат до 31.07.2025 година. ; ;Капиталната поврзаност помеѓу Триглав Осигурување ;АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје, ;произлегува од тоа што двете друштва се членки на ;Групацијата Триглав.",Triglav osiguruvanje AD Skopje
99,70615,2024-12-06 09:10:40,"Одборот на директори на Триглав Осигурување АД, ;Скопје, на 220-та седница одржана на ден ;21.11.2024 ;година, донесе Одлука за одобрување на склучување на ;Договор за давање на деловни услуги за недвижнини ;со Триглав, Управување со недвижности ;ДООЕЛ Скопје, врз основа на ;која нa ден 06.12.2024 година е склучен договор помеѓу ;Триглав Осигурување АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје. ;Договорот е склучен со времетраење заклучно до ;31.07.2025 година, а целта на склучување на договорот ;е обезбедување на деловни услуги од областа на ;управување со недвижности, за потребите на Триглав ;Осигурување АД, Скопје. ;За вршење на предметните ;услуги ќе се исплати вкупен надоместок во нето износ од ;17.807,94 Евра, а неговата реализација и соодветните ;месечни исплати од страна на Триглав Осигурување АД, ;Скопје кон Триглав, Управување со недвижности ;ДООЕЛ Скопје ќе се вршат до 31.07.2025 година. ; ;Капиталната поврзаност помеѓу Триглав Осигурување ;АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје, ;произлегува од тоа што двете друштва се членки на ;Групацијата Триглав.",Triglav osiguruvanje AD Skopje
100,70614,2024-12-04 14:36:00,,Makedonijaturist AD Skopje
101,70613,2024-12-04 14:36:00,,Makedonijaturist AD Skopje
102,70612,2024-12-04 14:35:00,,Makedonijaturist AD Skopje
103,70611,2024-12-04 14:35:00,,Makedonijaturist AD Skopje
104,70610,2024-12-04 14:35:28,,Makedonijaturist AD Skopje
105,70609,2024-12-04 14:35:05,,Makedonijaturist AD Skopje
106,70608,2024-12-04 14:34:00,,Makedonijaturist AD Skopje
107,70607,2024-12-04 14:34:00,,Makedonijaturist AD Skopje
108,70606,2024-12-04 14:34:39,,Makedonijaturist AD Skopje
109,70605,2024-12-04 14:33:00,,Makedonijaturist AD Skopje
110,70604,2024-12-04 14:34:11,,Makedonijaturist AD Skopje
111,70603,2024-12-04 14:32:00,,Makedonijaturist AD Skopje
112,70602,2024-12-04 14:33:33,,Makedonijaturist AD Skopje
113,70601,2024-12-04 14:33:06,,Makedonijaturist AD Skopje
114,70600,2024-12-04 14:32:33,,Makedonijaturist AD Skopje
115,70599,2024-12-04 14:31:50,,Makedonijaturist AD Skopje
116,70598,2024-12-03 15:13:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавува ;Акционер со над 5% Пецовски Душан воедно ;Претседател на Управниот одбор и Генерален директор на Реплек АД Скопје, се стекна со 5 нови акции, со што поседува вкупно 31.615 или 12,20% од вкупниот број на акции.Акционер со над 5% Пецовски Владимир се стекна со 4 нови акции, со што поседува вкупно 16.444 или 6,34% од вкупниот број на акции.Членот на Управниот одбор на Реплек АД Скопје, Котески Коста се стекна со 10 нови акции, при што вкупно поседува 360 обични акции.Членот на Управниот одбор на Реплек АД Скопје, Гелевски Панче се стекна со 5 нови акции, при што вкупно поседува 305 обични акции.Членот на Управниот одбор на Реплек АД Скопје, Велковски Марјан се стекна со 10 нови акции, при што вкупно поседува 40 обични акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде 97 акции, со што поседува вкупно 21.498 или 8,29% од вкупниот број на акции.",Replek AD Skopje
117,70597,2024-12-03 14:06:00,Аутомакедонија АД Скопје известува дека во изминатиот период се стекнала со 200 хартии од вредност во Осигурителното брокерско друштво АМ БРОКЕР АД СКОПЈЕ.<br>Со извршените трговски трансакции АУТОМАКЕДОНИЈА АД Скопје е сопственик на вкупно 400 хартии од вредност односно 80% од вкупниот број на хартии од вредност во АМ БРОКЕР АД СКОПЈЕ.<br> ;,Automakedonija AD Skopje
